微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Iw7HKpZ9j,【钟南山：如12月初就严防的话 病人将会大幅减少】广州市政府新闻办疫情防控专场新闻通气会上，钟南山院士表示，21世纪已经有三次冠状病毒的感染，凡是发现冠状病毒的感染，马上要严防扩散，这次就是一个极大的教训。假如我们在12月初，甚至是1月初能够采取严格防控措施的话，我们的病人将会大幅减少。我们曾经估计过，要是25号再实施的话，我们将会增加到十几万人。http://t.cn/A672W6Pj http://t.cn/A672uie8 ,,无,无,无,2020-02-27 12:46,无,45,45,58
Iw6C1c02L,#搜狗输入办公神技# 让云办公搜easy！@搜狗输入法 携手@网易新闻客户端 带你一起体验【传输沟通破“壁”机】文字扫描、多国语音翻译让国内外case也能轻松搞定！关注@搜狗输入法 ，带 #助力云办公 抗疫更轻松# 转发微博，3月4日抽2人平分200开工红包  抽奖详情  原图 ,,http://wx3.sinaimg.cn/large/75b52ed2gy1gca34murh1j20h40uawgv.jpg,无,无,2020-02-27 10:00,微博 weibo.com,219,555,408
Iw2i8bX1S,#深夜饭馆#【懒人版红烧猪蹄】做法简单，香糯可口，入口即化，补充胶原蛋白~美食和旅行的微博视频  ,,无,无,无,2020-02-26 23:00,微博 weibo.com,65,56,12
Iw25Xdo2o,#深夜尬聊# 疫情过后，你最想做的一件事是什么？  原图 ,,http://wx3.sinaimg.cn/large/75b52ed2gy1gc7d9kwz6yj20u00k1q6f.jpg,无,无,2020-02-26 22:30,微博 weibo.com,12,5,68
IvYD8t7Hn,【张文宏最新金句：专家们平时文质彬彬的 都是假象】2月25日，上海医疗救治专家组组长张文宏接受采访时说：“专家到了这份上吧，我看了，脾气没有一个好，每个人都极端的自信，吵架是经常的。但是有一个，每个人都抱着对病人极端负责的态度。大家看到医生都是文质彬彬的，都是假的。”http://t.cn/A67zSKy0 http://t.cn/A67PuMks ,,无,无,无,2020-02-26 13:40,街访趣谈 · 视频社区,76,37,25
IvYoihoib,【#南宁疫期800人扎堆赏山樱花# 保安：戴口罩也要离远点！】2月25日，广西南宁。石门森林公园内樱花谷的2000多株“山樱花”争相绽放，虽然新型冠状肺炎疫情肆虐，但仍然吸引不少市民戴上口罩前来赏花踏青。据介绍，周末这两天每天大约有700到800人密集扎堆前往石门森林公园樱花谷观赏樱花，公园保安称，会对未带口罩的游客进行劝阻，希望游客在赏花的同时，不要聚集靠得太近。http://t.cn/A67Pn01K ,,无,无,无,2020-02-26 13:04,无,14,4,7
IvXYiouab,【香港财政司：将向18岁或以上居民每人派发1万港币】据港媒报道，香港财政司司长陈茂波今日（26日）上午在香港立法会上公布2020年至2021年度财政预算案，他表示，香港特区政府将向18岁或以上香港永久性居民每人派发1万元（港币，下同），惠及700万人，涉及710亿元开支。香港财政司：将向18岁或以上居民每人派发1万港币  原图 ,,http://wx2.sinaimg.cn/large/75b52ed2ly1gc9o365qg9j20iz0613zu.jpg,无,无,2020-02-26 12:00,微博 weibo.com,290,28,118
IvXG0jlo0,【司法部回应监狱疫情情况：3省5所监狱共确诊555例】司法部副部长熊选国介绍，截止2月25日，全国湖北、浙江、山东3个省共5个监狱，发生了新冠肺炎感染疫情，确诊病例555例，其中疑似19例，重症4例。目前为止没有发生监狱在押罪犯感染新冠肺炎死亡病例。全国其他监狱没有发生罪犯感染新冠肺炎的疫情。http://t.cn/A677sdGQ ,,无,无,无,2020-02-26 11:15,微博 weibo.com,18,5,5
IvXC79oWb,【韩总统文在寅视察大邱 当地官员秘书事后确诊感染】韩国大邱市经济副市长的秘书于25日被确诊感染新冠肺炎，就在同一天，韩国总统文在寅视察大邱市，并与该副市长一同出席新冠肺炎疫情对策会议。青瓦台建议当时出席会议的青瓦台相关人士以及媒体人士自我隔离一周。韩国疾病管理本部中央防疫对策本部表示，总统文在寅不是自行隔离对象，而该副市长的新冠病毒检测呈阴性。http://t.cn/A67zP0LE [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/75b52ed2ly1gc9midqvkkj20gd08wqdf.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1gc9midse2qj21e40gwta5.jpg",无,无,2020-02-26 11:05,微博 weibo.com,31,3,22
IvXAnkW5s,【韩国旅游的杭州老师急哭:回家太难 机票涨了10倍】新冠肺炎疫情正在全球多个国家蔓延，包括意大利、韩国及日本等国感染人数大幅上涨。高先生是杭州一名高校讲师，1月27日到韩国首尔旅游。他表示，现在回杭州“太难了”，直飞机票买不到，机票从500涨到近5000，还得从青岛转飞。此外，首尔飞威海、大连、北京、上海等地价格亦保持急速增长趋势，经济舱价格最高超7000元。http://t.cn/A677regi [组图共6张] 原图 ,,"http://ww2.sinaimg.cn/large/75b52ed2ly1gc9mdx31llj20ds07saae.jpg,http://ww2.sinaimg.cn/large/75b52ed2ly1gc9mdx3p0lj20ks0smab9.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gc9mdx34x7j20de0o2abh.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gc9mdx34rlj209n0bh0t0.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1gc9mdx3327j208e0bzweq.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gc9mdx4y75j20d60oh0u5.jpg",无,无,2020-02-26 11:01,微博 weibo.com,1188,29,183
IvXugw0d9,【国际奥委会：若疫情5月得不到控制 东京奥运或取消】据美联社消息，国际奥委会高级成员说，如果新冠肺炎疫情在5月下旬得不到控制，2020年东京奥运会可能将被取消，而不是推迟或换城市举办。国际奥委会：若疫情5月得不到控制 东京奥运或取消  原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gc9lyad8w1j20n00h9jru.jpg,无,无,2020-02-26 10:46,无,42,7,13
IvSRDCMvf,#深夜饭馆#【葱油拌面】出不了门，那就在家做一碗香喷喷的葱油拌面吧~五分钟就能搞定，今天就来炸点葱油！土味食堂的微博视频  ,,无,无,无,2020-02-25 23:00,微博 weibo.com,536,385,40
IvSFs0ZFf,#深夜尬聊# 你多久没剪头发了？描述一下你的发型吧  原图 ,,http://wx3.sinaimg.cn/large/75b52ed2gy1gc7d7avms8j20b40b0gm0.jpg,无,无,2020-02-25 22:30,微博 weibo.com,29,4,23
IvON1lYUY,【世卫组织：中国疫情顶峰已过 尚未构成全球性大流行】世界卫生组织总干事谭德塞24日表示，世卫组织和中国联合专家考察组已结束在中国的疫情考察工作，专家组认为中国防控疫情措施避免了大量病例，疫情顶峰已过，尚未构成全球性大流行，有关情况应给所有国家带来防控疫情的信心。专家组认为，中国疫情在1月23日至2月2日期间达到顶峰，此后一直在稳步下降。轻症患者康复时间平均约为两周，重症患者可能需要三到六周才能康复。中国防控疫情的措施避免了本可能出现的大量病例。http://t.cn/A67v2wgU 原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gc8jjyhqptj20iw0cmwep.jpg,无,无,2020-02-25 12:37,无,220,11,54
IvOLGCeeg,"【韩国集会组织者称下周继续""得病死了也没事"" 市长:强拆】2月22日及23日，由牧师全光勋主导的韩国泛国民斗争本部，不顾禁令在光华门广场举行大规模集会，并预告下周末将继续集会，全光勋当日称”得病死了也没关系，我们的目的就是死""。2月24日，首尔市长朴元淳称届时将强拆集会设施。http://t.cn/A6hks9UF ",,无,无,无,2020-02-25 12:34,无,105,24,60
IvOH0apsJ,【韩国人来华躲避疫情致飞往青岛航班爆满？官方回应】韩国新冠肺炎确诊人数激增，从韩国首尔飞往中国山东青岛的航班价格暴涨、一票难求。昨日，网传韩国人来青岛躲避疫情、不需要强制隔离、首尔飞青岛航班爆满等。据@青岛发布 ，青岛市新冠肺炎疫情防控指挥部第32次会议中强调，要在全面做好社区防控的同时，严防境外人员输入，强化风险评估和口岸检疫，严格落实来青人员体温检测和居家隔离等措施，主动做好外籍人士沟通解释和服务保障工作，坚决防止疫情输入扩散。http://t.cn/A67vAzVG [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/75b52ed2ly1gc8j4idfwej20dw08rq30.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gc8j4jaxesj20u00jz0tk.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gc8j4jgajyj20u01qoabt.jpg",无,无,2020-02-25 12:22,无,62,6,29
IvJr92MIY,#深夜饭馆#【葱花油饼】宅家不如学做饭，全网最软葱花油饼，比油条还好吃！天天美食推荐的微博视频  ,,无,无,无,2020-02-24 23:00,微博 weibo.com,148,138,21
IvJeXb342,#深夜尬聊# 你什么时候复工？ / 复工多久了？  原图 ,,http://wx2.sinaimg.cn/large/75b52ed2gy1gc7d1xysnjj20hr07zmxc.jpg,无,无,2020-02-24 22:30,微博 weibo.com,19,2,52
IvGnd5MA2,【武汉宣布：放开离汉通道的通告无效】武汉市新冠肺炎疫情防控指挥部发布的《关于加强进出武汉市车辆和人员管理的通告》（第17号），系市指挥部下设的交通防控组未经指挥部研究和主要领导同志同意发布的，现宣布该通告无效。对此，我们对相关人员进行了严肃的批评处理。武汉市将严格离汉通道管理，严格人员管控，严防疫情向外输出。http://t.cn/A6hDtml9 原图 ,,http://wx4.sinaimg.cn/large/75b52ed2ly1gc7ie8fr8jj20dw09a75k.jpg,无,无,2020-02-24 15:12,无,51,31,45
IvFq93grJ,【大理违法扣押征用防疫口罩 市委书记等五人被处分】日前，经云南省委批准，云南省纪委省监委对大理市违法扣押征用途经大理的外省（市）防疫口罩问题进行了立案调查。经查，大理市违法扣押征用防疫口罩问题属实，情节恶劣，性质严重，严重干扰了全国防疫工作大局，严重破坏了防疫工作纪律，严重损害了云南防疫工作形象。依据相关规定，决定对5个单位、8名责任人进行问责处理。（一）给予5个责任单位通报问责。1．给予大理州委、州政府通报问责，责令作出书面检查。2．给予大理市委、市政府通报问责，责令作出书面检查。3．给予大理市纪委监委通报问责，责令作出书面检查。（二）给予5名责任人党纪政务处分1．给予大理市委书记高志宏同志党内严重警告处分、免职处理。2．给予大理市委副书记、市长杜淑敢同志撤销党内职务、政务撤职处分。3．给予大理市政府党组成员、副市长娄增辉同志撤销党内职务、政务撤职处分。4．给予大理市委办公室常务副主任李磊同志党内警告处分。5．给予大理市市场监管局党组书记、局长袁爱忠同志政务记过处分。（三）对3名责任人诫勉问责1．给予大理州委副书记、州长杨健同志诫勉问责。2．给予大理市委常委、常务副市长杨矗同志诫勉问责。3．给予大理市委常委、市纪委书记、市监委主任张琮同志诫勉问责。http://t.cn/A6heQs8t [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/75b52ed2ly1gc7e9dir2vj20u00ukagh.jpg,http://ww2.sinaimg.cn/large/75b52ed2ly1gc7e9d1h0nj20go0m8752.jpg",无,无,2020-02-24 12:46,无,137,133,849
IvF54EVCj,【98岁天文学泰斗感染新冠肺炎病危 孙女发文急寻血浆】“爷爷韩天芑，现年98岁。因感染冠状肺炎，医院下病危通知，希望能找到康复者血浆。A型。”发文者名叫韩时珺，据她证实，爷爷韩天芑系天文学家，2019年国庆70周年荣获共和国勋章。韩天芑尽管年近百岁，平时能自己走路，还能自己照料自己。“哪知道，这几天就突然这样了”。截至记者发稿前，韩时珺及其家人也在等待韩天芑的进一步消息。http://t.cn/A6heC0Z4 原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gc7coxb9wij20f00k03z3.jpg,无,无,2020-02-24 11:54,无,98,24,23
Ivp9U2VNc,【湖北鄂州：有人数着菜叶做饭 有人私分捐赠物资】近日，湖北鄂州一女子在朋友圈发视频，炫耀丈夫单位分到“吃不完的捐赠物资”4箱水果和大量蔬菜；其后，有自媒体晒出多张图片，称贵州捐赠给鄂州的蔬菜“烂在仓库”。而封城状态下的鄂州居民，只能通过社区和物业团购生活物资，价格不菲。有人晒出菜单，社区团购的50元蔬菜套餐“只有土豆4个、莴苣和萝卜各3个、包菜和生姜各1个”；也有人表示，就连在防疫一线医务工作者，每顿用餐都要花费25元。http://t.cn/A6huUAnq [组图共5张] 原图 ,,"http://ww2.sinaimg.cn/large/75b52ed2ly1gc5eedmdvbj20u00tz75r.jpg,http://ww2.sinaimg.cn/large/75b52ed2ly1gc5eeds55gj20u013zn1n.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gc5eee02r3j20u013z0w0.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gc5eee3s2sj20hs0e3wep.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gc5eeeaak2j20b4069wei.jpg",无,无,2020-02-22 19:22,无,752,121,169
Ivp7bgLqz,【科研人员新发现！华南海鲜市场并非新冠病毒发源地】中国科学院西双版纳热带植物园联合华南农业大学和北京脑科中心，收集了全球12个国家的93个新冠病毒样本基因组数据，通过全基因组数据解析发现：武汉华南海鲜市场的新型冠状病毒是从其它地方传入，再在市场发生快速传播并蔓延。另根据病患发病时间记录和种群扩张时间推断，也印证了华南海鲜市场不是病毒发源地的推论。http://t.cn/A6huLw6u 原图 ,,http://wx3.sinaimg.cn/large/75b52ed2ly1gc5e7eqsabj20ku0dvabo.jpg,无,无,2020-02-22 19:15,无,1625,69,296
Ivocww2fD,【当当网1人确诊66人被隔离 北京发改委约谈其负责人】北京市发展改革委副主任张艳林在发布会上表示，20日，当当网出现了一例新冠肺炎的确诊病例，有66人隔离观察。对此，我们第一时间约谈了当当网的负责人，要求其严格落实防控的主体责任，全面查找防控工作流程中的漏洞并立即整改。并与市疾控中心一起复盘、解剖这些案例。举一反三，指导其他企业严格执行。http://t.cn/A6hm8x8I 原图 ,,http://wx4.sinaimg.cn/large/75b52ed2ly1gc5a65wt59j208605fwec.jpg,无,无,2020-02-22 16:56,无,104,7,17
Ivmzdc1iD,持续的疫情牵动着每一个人的心，让我们和@陈坤 @THEO-朱正廷  @范丞丞Adam0616  黄明昊@jjjustin0219 @Biiiii毕雯珺 @Dzr_丁泽仁 @Lee权哲 @黄新淳先生 @李纯LiChun @王菊   @贺雨禾 @赫雷-Actor  @是林子琳呀 @刘白沙 @祁忆不是果  @汪涵 ，一起支持各项防疫工作，做好个人防护，戴口罩，勤洗手，多通风，减少出行。向每一位防疫工作者致敬，我们一起加油！http://t.cn/A6hnOpWT ,,无,无,无,2020-02-22 12:46,明星资讯 · 视频社区,0,0,0
Ivego8y0m,【浙江十里丰监狱警察曾去武汉 隐瞒上班至1月25日】浙江省新冠肺炎疫情防控工作新闻发布会上介绍，十里丰监狱一名民警在1月14日至19日去了武汉，但刻意隐瞒继续上班，至1月25日深夜被发现，1月29日确诊为新冠肺炎。因民警上班时间长，密切接触者多，造成多名罪犯感染。2月10日，发现6例确诊病例，2月11日向社会公布。2月20日，发现27例罪犯确诊病例，并于今天公布，共有罪犯确诊34例，其中重症病例一例，没有死亡案列。目前，未发现疫情从监狱内向监狱外扩散。http://t.cn/A6hQdPK7 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/75b52ed2ly1gc42argro0j20k00b9jrs.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1gc42arnxuwj20k00i7wep.jpg",无,无,2020-02-21 15:38,无,112,6,42
IvdiNkEK9,【湖北新增确诊由411例订正为631例 监狱220例纳入】由于湖北省监狱没有接入传染病疫情网络报告系统，2月20日夜接到监狱部门手工报卡后，经审核确认，截至2月20日24时，监狱部门报告的271例新冠肺炎确诊病例中，有51例前期已纳入相关地区统计并公布，其余220例确诊病例和10例疑似病例现纳入2月20日疫情数据进行公布。湖北省新增确诊病例数由411例订正为631例，累计确诊病例数由62442例订正为62662例；新增疑似病例数由1269例订正为1279例，现有疑似病例数由4084例订正为4094例。http://t.cn/A6hQIskD 原图 ,,http://wx4.sinaimg.cn/large/75b52ed2gy1gc3y20i5ebj208605fgmy.jpg,无,无,2020-02-21 13:11,微博 weibo.com,947,55,164
IvcCmAusP,疫情当下，如何选择合适的口罩进行自我防护？快收下这份 @释小龙Ashton  分享的“口罩使用指南”。特殊时期，我们呼吁将N95级别的口罩留给前线医护人员，科学防疫，理性应对，一起为武汉加油，一起为中国加油！上流君的微博视频  ,,无,无,无,2020-02-21 11:27,明星资讯 · 视频社区,5,1,3
Ivc2KmjYH,【浙江十里丰监狱34名罪犯确诊 监狱政委监狱长被免职】记者从省监狱管理局获悉，浙江省十里丰监狱确诊27例新冠肺炎，加上此前已公布的7例确诊病例，该监狱共有罪犯确诊病例34例，为输入型病例。事发后，省监狱系统对疑似病例及其密切接触者一律隔离观察，对确诊患者一律送诊治疗，目前没有发生罪犯感染死亡事件。监狱政委和监狱长已被免职，公安机关对一名涉事干警立案调查。http://t.cn/A6hHYG6c 原图 ,,http://wx2.sinaimg.cn/large/75b52ed2gy1gc3shy5977j208605fgmy.jpg,无,无,2020-02-21 09:59,微博 weibo.com,142,38,54
IvbZY3WuM,【没有17连降！湖北以外地区新增病例出现反弹】据国家卫健委数据统计，2月20日0-24时，全国除湖北以外地区新增确诊病例258例，出现反弹情况。过去这一数据分别为：890例(3日)、731例(4日)、707例(5日)、696例(6日)、558例(7日)、509例(8日)、444例(9日)、381例(10日)、377例(11日)、312例(12日)、267例(13日)、221例(14日)、166例(15日)、115例(16日)、79(17日)、56(18日)、45(19日)。http://t.cn/A6hHjoIp 原图 ,,http://wx3.sinaimg.cn/large/75b52ed2gy1gc3sajwxz6j20en08c0ta.jpg,无,无,2020-02-21 09:52,微博 weibo.com,69,21,46
IvbJeBO3R,【日本暂不强制取消大型活动 政府建议活动主办方阻止感冒症状者参与】据日媒20日报道，厚生劳动省大臣加藤胜信在发布会上称，目前不会强制要求主办方取消各类活动。他同时提出，主办方应据情况商讨是否如期举行活动。在举行活动时，主办方应阻止有感冒症状的人参加活动，并做好防疫的准备。http://t.cn/A6hYCKEH ,,无,无,无,2020-02-21 09:11,无,53,6,34
IvbFgcK0a,"【李兰娟：所有感染病人都找出来 才是""拐点""到了】中国工程院院士、国家卫健委高级别专家组成员李兰娟表示，当前各级政府控制疫情措施的力度是很大的，按照此趋势下去，不用太长时间，武汉的疫情是能够控制下来的。不过，当前疫情形势依旧严峻。“如果所有的感染病人都找出来了，那才是‘拐点’到了。”在李兰娟看来，不能仅从确诊、疑似病例等数据下降来判断疫情，不把传染源彻底、仔细找出，“谁都难说‘拐点’”。http://t.cn/A6hHSmh6 [组图共3张] 原图 ",,"http://ww2.sinaimg.cn/large/75b52ed2ly1gc3qtpnr1rj20fa0a6dfy.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gc3qtprjytj20fa09ndfx.jpg,http://ww2.sinaimg.cn/large/75b52ed2ly1gc3qtpvbinj20fa0a8aa8.jpg",无,无,2020-02-21 09:01,无,94,24,48
Iv47RAbSo,【世卫组织：没有证据表明新冠病毒由实验室制造】2月19日，在世卫组织东地中海区域办事处新闻发布会上，世卫组织东地中海区域主任称，没有证据表明新型冠状病毒是实验室制造的，也没有证据表明新冠病毒是以生物武器的身份制造出来的，新冠病毒来自动物界。 http://t.cn/A6hlSwAY 世卫组织：没有证据表明新冠病毒由实验室制造  ,,无,无,无,2020-02-20 13:49,无,170,17,77
IuVMI2gKw,【刘强东章泽天夫妇伦敦嗨玩 高档餐厅用餐低调浪漫】近日，有网友晒出情人节在伦敦偶遇刘强东与章泽天的照片。照片中，奶茶妹妹身穿红白条纹上衣，长发披肩，刘强东身穿简单的白色T恤，夫妻俩坐在高档餐厅中一同用餐，十分低调浪漫。刘强东章泽天夫妇伦敦嗨玩 高档餐厅用餐低调浪漫  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/75b52ed2ly1gc1spw4f90j20l207odfs.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1gc1spw9socj20dr0hsdgb.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gc1spwfu3vj20c80fe3ys.jpg",无,无,2020-02-19 16:35,无,91,5,29
IuVyZzQYk,"【#我们不怕# 深情MV致敬战疫者,钟南山：坚信这种力量！】 抗疫阻击战进行至今，已有月余，奋战“疫”线的人们，尤其是医护人员，给了世界深深的感动。2月19日，由广东省委网信办指导、羊城晚报报业集团精心制作的原创MV《我们不怕》，在羊城派、金羊网、ZAKER首发上线。这首由著名音乐人@高进AG 公益献唱的歌曲，唱出了中国力量，我们坚信：挺过寒冬，就是春天！http://t.cn/A6hNSJWa ",,无,无,无,2020-02-19 16:02,无,19,16,3
IuVnBlOoS,【北京市教委：网传大中小学3月初开学消息不实】今日，个别网民发布消息称北京大中小学将于3月初开学。对此，北京市教委明确表示，这是一条虚假信息。市教委强调，目前，防控疫情是首要任务，开学时间要视疫情发展来定。请广大网友从官方权威渠道获取信息，不传谣、不信谣！北京市教委：网传大中小学3月初开学消息不实  原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gc1qxjgvgkj20u00ywaci.jpg,无,无,2020-02-19 15:34,无,10,3,3
IuUVB4MrK,【“我是业主”！上海一男子未办通行证被阻打伤保安被拘】防疫关键时期，上海众多小区已进行“封闭式管理”。小区业主孙某在进入小区时，被保安询问是否有小区通行证，孙某表示“我是这个小区的业主！我要办什么出入证？”便将保安推开上楼。保安报警后，孙某再次返回，手里拿着房产证并对保安呵斥，双方争执不下，孙某竟挥拳对一名保安进行殴打。目前，孙某因殴打他人行为被依法行政拘留5日。http://t.cn/A6hpCoPJ [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/75b52ed2gy1gc1oxrlxg8j20nk0dcmz7.jpg,http://ww4.sinaimg.cn/large/75b52ed2gy1gc1oxrsbymj20mi0g7qno.jpg",无,无,2020-02-19 14:25,微博 weibo.com,236,8,109
IuUHgwFDI,【刘智明曾叮嘱主治医生：如果万一 不要插管抢救】武汉市武昌医院党委副书记、院长刘智明，在抗击疫情中不幸染病去世。据身为护士长的妻子回忆，刘智明曾鼓励她坚守岗位，“他知道我放不下走不开，所以总说不要（照顾他）。他自己也很清楚，甚至连医疗预嘱都跟主诊医生讲了，他说如果万一，不要插管抢救。”http://t.cn/A6hpfZA1 [组图共6张] 原图 ,,"http://ww2.sinaimg.cn/large/75b52ed2gy1gc1nx0pivxj20ag0ik3zk.jpg,http://ww1.sinaimg.cn/large/75b52ed2gy1gc1nx0y607j20u013fguu.jpg,http://ww1.sinaimg.cn/large/75b52ed2gy1gc1nx0wg7yj20u01hcqa0.jpg,http://ww4.sinaimg.cn/large/75b52ed2gy1gc1nx0r7lej20u00oawfo.jpg,http://ww4.sinaimg.cn/large/75b52ed2gy1gc1nx104zbj20u00t8411.jpg,http://ww2.sinaimg.cn/large/75b52ed2gy1gc1nx0sv0yj20o20hbwht.jpg",无,无,2020-02-19 13:49,微博 weibo.com,446,38,78
IuKzH0AFq,【武汉武昌医院院长刘智明因感染新冠肺炎去世】记者从北京协和医院派往武汉的医疗队了解到，经全力抢救无效，武汉武昌医院院长#刘智明#因感染新冠肺炎于今天上午10：30去世。（央视新闻）  原图 ,,http://wx2.sinaimg.cn/large/75b52ed2ly1gc0f8aecblj20mi0u0js5.jpg,无,无,2020-02-18 12:03,无,58,19,37
IuKx1v5gn,"【一家三口打麻将被扇?人民网:如此战""疫""群众很生气】一家三口在家里打麻将被志愿者砸桌子连扇耳光，口罩进价6毛卖一块被认定哄抬物价罚款4万多，物业拦门不允许一线抗疫医护人员回到自家的小区……最近，一些地方任性而为的“执法”案例让人看不下去。人民网：打赢疫情防控阻击战，依法防控是关键。志愿者也好，物业管理部门也罢，他们是从哪儿来的执法权？任何部门、任何人，都不能因为戴着防控疫情的红袖标，就可以任性妄为。严控不能失控，“硬核”不能硬来。http://t.cn/A6ho3pXQ 原图 ",,http://wx3.sinaimg.cn/large/75b52ed2ly1gc0f1g7sqfj20u00y711u.jpg,无,无,2020-02-18 11:57,无,302,22,66
IuKoLaRN4,"【女子找领导称""申请上前线"" 推门发现院长在打麻将】近日有网友爆料，吉林长春榆树市大岭镇怀家卫生院，院长范庆山及医院领导，在医院办公期间聚众打麻将。事发后，榆树市卫生健康局发出通报：停止范庆山工作，配合调查，安排专人负责怀家卫生院工作。同时，榆树市成立了联合调查组，彻查此事，依据调查结果，严肃处理责任人并及时向社会公布。http://t.cn/A6hoR3xQ http://t.cn/A6hoGHsS ",,无,无,无,2020-02-18 11:36,无,446,23,102
IuKnFrS0i,疫情当下，在口罩中垫一层纸使用，是错误的防护方式。快收下这份@Crystal张天爱  分享的防疫指南。特殊时期，正确防护，科学防护，一起为武汉加油，为中国加油。上流君的微博视频  ,,无,无,无,2020-02-18 11:33,明星资讯 · 视频社区,12,1,4
IuJ9EFclU,【继续下降！全国除湖北以外地区新增病例14连降】据国家卫健委数据统计，2月17日0-24时，全国除湖北以外地区新增确诊病例79例，连续第14日呈下降态势。过去这一数据分别为：890例（3日）、731例（4日）、707例（5日）、696例（6日）、558例（7日）、509例（8日）、444例（9日）、381例（10日）、377例（11日）、312例（12日）、267例（13日）、221例（14日）、166例（15日）、115例（16日）。http://t.cn/A6hoAg9W ,,无,无,无,2020-02-18 08:26,无,14,4,4
IuDdbi9bP,【武汉病毒所陈全姣声明：从未举报，请大家严防相关阴谋和破坏】2月17日，中国科学院武汉病毒所陈全姣发布声明：从未发布任何相关举报信息，对冒用本人身份捏造举报信息的行为表示极大愤慨，将依法追究造谣者的法律责任。近期一系列谣言，已对我们一线科研人员科研攻关造成了影响，请大家严防相关阴谋和破坏活动。http://t.cn/A6hXBDMQ 原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gbziq236p1j20s00jb0ug.jpg,无,无,2020-02-17 17:18,无,98,2,46
IuBUyanlm,【主人春节回武汉至今未归 邻居用晾衣杆救活金毛犬】广州番禺有一只名叫仔仔的金毛狗狗，他的主人春节前回湖北老家至今未回，仔仔天天独自在家，面临断水断粮。对面阳台的徐小姐发现了这种情况，每天用一根晾衣杆隔着阳台给对面的金毛狗狗送水送食，连续6天“隔空”照顾它。http://t.cn/A6hX42WU http://t.cn/A6hJrphL ,,无,无,无,2020-02-17 14:00,无,1522,342,88
IuBNb1iEA,疫情期间，让我们和@R1SE官博  一起承诺，勤洗手，少出门，出门戴口罩！防疫抗疫，人人有责。相信我们一定可共克时艰，共渡难关！上流君的微博视频  ,,无,无,无,2020-02-17 13:42,明星资讯 · 视频社区,7,0,1
IuAFJ85r4,【#一家人在家打麻将遭防疫人员打砸#  难道一家人不能一起吃饭吗？】疑似湖北孝感一家三口在家打麻将被邻居举报，防疫人员进屋二话不说直接打砸，视频中小伙起身反抗却遭拖出屋外连扇耳光。望着被彻底砸毁的电子麻将桌，小伙最后质疑：难道一家人不可以一起吃饭吗？ 凤凰网的微博视频  ,,无,无,无,2020-02-17 10:50,无,1720,270,446
IuADsuhLV,【“追殡葬车哭喊妈妈”女孩去世?知情人:其在居家观察】2月16日，网友发布“追殡葬车哭喊妈妈”女孩去世消息引发关注。知情人表示，16日与女孩联络过，其状态尚可，与父亲二人居家隔离中。视频是2月2日拍摄于湖北省中西医结合医院，女孩母亲是新冠肺炎高度疑似病例，当天觉得不舒服去的医院，后经抢救无效去世，随后被拉走直接火化。http://t.cn/A6h6o12C  http://t.cn/A6h6xGk2  ,,无,无,无,2020-02-17 10:45,无,278,53,106
IurF75myW,疫情当下，正确认识新冠肺炎是每个人防疫过程中的重要一环。来听听@张新成 分享的“如何区分普通感冒和新冠肺炎？”，让我们一起克服焦虑，理性应对，科学防护。上流君的微博视频  ,,无,无,无,2020-02-16 11:54,无,442,28,60
