微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J1ST3Eij1,【父亲带双胞胎做亲子鉴定 鉴定师:还好 有一个是亲的】亲子鉴定师邓亚军口述：父亲带双胞胎去做亲子鉴定，居然有一个不是亲生的。“这个概率比中彩票还低…”她对这名父亲说：“你很幸运，至少有一个是你亲生的。”中国新闻周刊的微博视频  ,,无,无,无,2020-05-14 14:38,微博 weibo.com,746,231,220
J1S2F5b5s,【肖战就争议事件再次发声：饭圈不能圈一切】13日晚，肖战转发人民日报关于组织学生应援偶像的老师被停职的评论文章，写道“职业底‘线’不能破，理性之‘圈’不能出，饭圈不能圈一切。”此前，几段小学老师组织全班学生跳舞为肖战应援的视频曝光，人民日报于13日刊发评论文章，称学校是知识殿堂，是传道授业解惑的地方，不是为明星应援的粉丝加工厂。http://t.cn/A6ZCW1gj [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/75b52ed2ly1gerv9y79amj20fv0c5jrl.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gerv9yfj2jj20dw099glm.jpg",无,无,2020-05-14 12:29,无,474,24,60
J1RthyXVT,【湖北一线抗疫医生携儿子跳楼 卫健委：或因家庭矛盾】5月12日，湖北宜昌一小区发生跳楼事件，死者是一对父子。父亲马麟（化名）是宜昌市中医医院一名医师，曾参与抗疫一线救治工作，儿子年仅6岁。关于死因，宜昌市卫健委消息称，系家庭矛盾，警方已介入调查，目前卫健委、政府办和医院正在积极协商善后处理方案。http://t.cn/A6ABjCmL [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/75b52ed2ly1gersr97ywyj20ku0rs400.jpg,http://ww2.sinaimg.cn/large/75b52ed2ly1gersr97zuwj20u00h2q49.jpg",无,无,2020-05-14 11:02,微博 weibo.com,33,3,22
J1RpSCKRe,#AI智能汪仔，摸摸头帮你聊# 搜狗输入法10.9版本，汪仔化身为你最得力的聊天助手升级归来！ 它既可以【智能补全，多才多艺】，又身具【AI内核，千人千面】，帮你聊天更有趣，更顺畅，更个性！ 关注@搜狗输入法 @网易新闻客户端 带话题转，5.20不过滤抽2人平分200元！@微博抽奖平台  http://t.cn/A62wwLJo 原图 ,,http://wx3.sinaimg.cn/large/75b52ed2ly1gersifwx62j20u01hcao3.jpg,无,无,2020-05-14 10:54,无,136,1103,202
J1RfjxGvC,"【""大头娃娃""家长:孩子喝89罐 从会说话起喉咙就沙哑】湖南郴州永兴县，多位家长发现自己孩子身体出现湿疹，体重严重下降，头骨畸形酷似大头娃娃。这些孩子此前一直食用一款叫倍氨敏的“奶粉”，而该奶粉其实是固体饮料。郭先生表示，自己孩子是受害儿童中喝这款产品最多的，一共喝了89罐，“孩子从会说话到现在，喉咙一直是沙哑的。”他表示，购买时就对“固体饮料”几个字提出了疑问，但导购表示这个等同于奶粉。http://t.cn/A6ZCW1gj [组图共2张] 原图 ",,"http://ww3.sinaimg.cn/large/75b52ed2ly1gerrrg2ydpj20k009q74h.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gerrrga4vzj20k009lzkm.jpg",无,无,2020-05-14 10:28,无,86,11,26
J1MK2f0Jn,#深夜饭馆#【酱烧排骨做法】妈妈烧的无敌美味の酱烧排骨，是记忆里最难割舍的味道，汤汁拌饭更是一绝，下饭神菜NO.1，速度试试吧~美食做菜很简单的微博视频  ,,无,无,无,2020-05-13 23:00,微博 weibo.com,97,78,12
J1MxExncT,#幼师教娃称男朋友是王俊凯#【幼师利用小朋友应援偶像：老师的男朋友是谁？王俊凯！】 5月13日，河南商丘，微博某用户晒出两段与幼儿园小朋友互动的视频，问：佳佳老师男朋友是谁？幼儿园小朋友回答：王俊凯。问：谁最帅，回答：王俊凯。这家幼儿园是商丘夏邑县某私人办幼儿园，拍客将问题反馈给商丘夏邑教体局王老师，王老师称正在开会，开完会去落实情况。近期，一些粉丝利用职务为偶像应援的视频引发热议，而上个被曝光#组织学生应援偶像的老师被停职#。@易视频v http://t.cn/A6A1KYKb ,,无,无,无,2020-05-13 22:29,无,3160,117,394
J1MtNz1MN,#深夜尬聊# 如果用“姓氏+星座+生肖”凑出一个新名字，你叫啥？  原图 ,,http://wx3.sinaimg.cn/large/75b52ed2ly1geqyqss46gj20hs0vk3z6.jpg,无,无,2020-05-13 22:20,微博 weibo.com,44,3,58
J1LSkoRf8,【陶勇医生恢复出诊】今天，被砍伤的北京朝阳医院眼科医生陶勇，恢复出诊。1月20日，陶勇医生出诊时，被一男子持刀砍伤。http://t.cn/A6ZCW1gj  原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1ger41u0o3cj20go0b40sv.jpg,无,无,2020-05-13 20:47,无,87,18,10
J1KkL9Foc,【男子无出入证闯小区被拦:我爸市委的 明天让你下岗】5月11日，黑龙江哈尔滨，一男子没有通行证想要进小区。防疫人员称，当时男子提供的小区住址不符，因此被拦下，男子当场大怒，自称“我爸是市委的，明天就让你们下岗”，随后民警将男子带回调查。据警方通报，该男子谎称自己和父亲身份，对其作出行政处罚。http://t.cn/A6Amaxqb http://t.cn/A6A3deXp ,,无,无,无,2020-05-13 16:52,微博 weibo.com,39,5,47
J1JJT0tuG,#中国外卖小哥月薪30万日元#【日本一外卖公司骑手全是中国人，外卖小哥一天赚一万日元】5月12日，中国网友“松尾强”在东京街头发现几个#外卖小哥#聚在一起闲聊，说着中国话。让人更惊讶的是，外卖小哥说“EASI”这个外卖公司的骑手都是中国人，骑手一天正常能赚1万日元，一单骑手最少赚300日元（约19元人民币）。网友“松尾强”感慨：在日本奋斗的外卖小哥工资好高！（来源：@易视频V）http://t.cn/A6A3Snhz ,,无,无,无,2020-05-13 15:21,微博 weibo.com,226,16,95
J1JhRqkHH,"【保姆闷死83岁老人 事后称""我对你母亲好得不得了""】监控视频中，保姆虞某用毛巾捂住老人的脸，并坐在她的胸口、头部，直到83岁的老人死亡。这起发生于江苏溧阳的“保姆闷死老人案”引发社会关注。被害者家属回忆，事发后保姆的表现异常镇定，她否认杀害老人，说“我对你母亲好得不得了”。监控显示，虞某平时经常不给老人喂食，“只顾着自己吃”，还曾将老人的被子扔在地上。老人的儿子猜测，虞某作案可能是因为想去其他地方干活，事发前，有地方向虞某开价“每个月三千五、六百元”，她曾说过想要离开。http://t.cn/A6A3OmNA 原图 ",,http://wx4.sinaimg.cn/large/75b52ed2ly1geqsmiwqi9j20kp0cymzh.jpg,无,无,2020-05-13 14:12,微博 weibo.com,57,1,26
J1IzA323l,"【官方回应：暂未发现医生参与""大头娃娃""假奶粉事件】针对湖南省郴州市永兴县“大头娃娃”假特医奶粉事件，当地市场监管局回应称，调查小组在尽力安抚患儿家长情绪，家长们提出的诉求是要求涉事门店及相关方赔偿。目前调查小组已联系涉事企业，且暂未发现有医院和医生参与事件过程。此前报道，永兴县多名患者家长发现自己孩子身体出现湿疹，体重严重下降，头骨畸形酷似“大头娃娃”，还有不停拍头等异常情况。经媒体调查发现，这些患儿被医院确诊为“佝偻病”，且都食用了一款名为“倍氨敏”的“特医奶粉”。实际上，这款“奶粉”是一种固体饮料，并不具有特医奶粉资质。http://t.cn/A6ZCW1gj [组图共2张] 原图 ",,"http://ww2.sinaimg.cn/large/75b52ed2ly1geqph013y2j20rf0f3mxi.jpg,http://ww2.sinaimg.cn/large/75b52ed2ly1geqph0qa6hj20mq0cdgm0.jpg",无,无,2020-05-13 12:23,无,31,14,16
J1Iy7nHJ4,【因疫情停工4个月，丽江一#幼儿园开包子铺自救#】5月12日，云南丽江，一处办了20多年多民办幼儿园目前有70多名教职工，因疫情关系，至今仍未复工。幼儿园每个月至少需要30万，她们开起了包子铺生产自救。现在每天平均能卖70单，顾客大多是学生家长。一手video的秒拍视频  ,,无,无,无,2020-05-13 12:19,无,44,14,16
J1I1ixnIh,【广东交警队长之子肇事逃逸 伤者家属：至今未道歉】广东省肇庆市广宁县人梁某辉在网上发帖称，母亲程某群在2019年1月11日晚被一男子撞伤，肇事者当场逃逸，其母经一年时间治疗无效后死亡，“对方属于肇事逃逸，但因其是当地交警队长的儿子，至今未承担相应的刑事责任，且我多次向广宁县检察院提交申诉状被退回。”当地政府回应称，该事件经检方审理后认为肇事者有坦白情节，且获得被害人丈夫出具的谅解书，遂作出不起诉决定，且伤者系白血病恶化于5月3日去世。对此，伤者家属表示不能接受，并表示从事发到现在，肇事者梁某勇从未向他们道过歉，“所有的事情都是他妈妈在出面，就连道歉都是他妈妈在说。”http://t.cn/A6ZCW1gj 原图 ,,http://wx3.sinaimg.cn/large/75b52ed2ly1geqn14wrywj20go0n8wf9.jpg,无,无,2020-05-13 10:58,无,428,52,145
J1HS4s043,【小学生进校刷脸测温被收取100元 校长:已退还】近日，河南信阳，一小学家长爆料，孩子刷脸测温入校，每人每年需要交100元费用引起网友热议。5月12日，该校校长回应表示，收取费用全部退还，已为全部孩子开通了刷脸测温通道，保证以后也不再向家长收取任何费用。 一手video的秒拍视频  ,,无,无,无,2020-05-13 10:36,无,59,4,31
J1zwwpTmA,【保姆闷死老太后镇定办后事:我送走很多人 这个我懂】先用毛巾捂住面部，然后一屁股坐在老人胸口，手里摇着扇子，直至老人没了生命体征……江苏一名83岁老年女性被保姆闷死，该保姆67岁，此前“主动找过来”当保姆，双方未发生矛盾冲突。截至事发，保姆刚刚工作8天。事发后，保姆电话通知了老人的儿子，并指导其为老人擦洗、换上寿衣，还镇定称“不要慌，我送走了很多人，这个我懂”。家属查看家中监控后，发现老人并非自然死亡，当即报警。目前，该保姆已被警方刑事拘留。http://t.cn/A6AEQcQj http://t.cn/A6ZCW1gj ,,无,无,无,2020-05-12 13:21,无,1004,84,206
J1yWFc528,2007年，河南省驻马店市泌阳县，两户村民因土地承包权纠纷引发矛盾。冲突中，嫌犯马某付从其父亲手中抢过猎枪，开枪射向高家3人，导致3人死亡。当时目睹案发过程的被害人亲属高森回忆，当时他与家人来自家地里栽树，刚到地里发现树被人折断，自己二叔刚赶到，就遇到对方五个人。冲突中2人先被马某付开枪打中，自己的小叔在试图逃跑时仍被马某付开枪打死。被害人家属代理律师@周兆成律师 表示，马某付已于2019年9月13日落网，该案将于近日开庭审理。 http://t.cn/A6AmZice ,,无,无,无,2020-05-12 11:52,微博 weibo.com,28,4,12
J1yFNDVXS,"【被""宝马男""当街殴打的西安女子发声：宝马是我的】5月11日，西安一名女子被打视频引起关注。有媒体报道，涉事女子没有报警，并且称施暴男子为“宝马男”。被打女子梅梅说：“我不是网上说的拜金女，这宝马车是我自己的。警察给我打电话时我没报警，是因为他不断地威胁要弄死我。”梅梅称，记忆中男方已经打过她四次，而且都是在公开场合，前三次都没有人帮她报过警，这是唯一一次路人看到以后报警。http://t.cn/A6ZCW1gj [组图共4张] 原图 ",,"http://ww1.sinaimg.cn/large/75b52ed2ly1gephrn2441j20go0ciglu.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1gephrnatenj20go0m80sv.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gephrnhycej20go0m8mxb.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gephrnsqd4j20go0m8dg4.jpg",无,无,2020-05-12 11:11,无,43603,5093,978
J1yvJ3UoK,【游客到大同后临时被告知要隔离14天 隔离费3248元】来自深圳的林峰本想着错开五一高峰到山西大同旅游，可到达的第二天，突然要求集中隔离14天，在隔离点的费用共3248元，全部需要自费。林峰表示，安排旅游时看了大同当地的隔离政策，并无对深圳地区人员的隔离要求。工作人员的解释是，他们在5月6日下午接到了临时通知，要求对来自黑龙江、内蒙古、广东和湖北四个省份的所有来同人员全部实行14天集中隔离，两次核酸检测全部阴性后方可解除隔离。“为什么政策临时改变，不提前公开？”林峰说，原本只打算在大同待5天，如今不仅时间延长，自己还要额外花费，感觉很亏。http://t.cn/A6ZCW1gj [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/75b52ed2ly1geph1spwdjj20d00dvmxm.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1geph1tm5ijj20bj0bp0sp.jpg",无,无,2020-05-12 10:46,无,586,29,39
J1tT2AbQT,#深夜饭馆#【粉蒸排骨】听说你无肉不欢？这道传统名菜粉蒸排骨，方法简单，厨房小白也可以做哦！省去了油炸步骤的排骨，软烂入味，肥而不腻，吸饱鲜味的米粉更是点睛之笔。喜欢就get！人民日报的微博视频  ,,无,无,无,2020-05-11 23:00,微博 weibo.com,18,20,3
J1tCOaqcl,#深夜尬聊# 你认为，孩子随父姓是男女不平等的表现吗？  原图 ,,http://wx4.sinaimg.cn/large/75b52ed2ly1geoitqqnzvj20hs08wt8z.jpg,无,无,2020-05-11 22:20,微博 weibo.com,290,12,257
J1t6tfwNW,【#西安宝马男当街殴打女友# ，警方：系情侣吵架】5月9日，陕西西安，网友爆料一辆银色宝马旁一男子对一女子拳打脚踢，并多次欲将女子塞进后备箱，女子大声哭喊，男子未停止施暴拖拽。直至爆料人拍视频并大声喊话报警了，男子才停止打骂女子。西安开元路派出所就#男子当街殴打女生欲塞后备箱#回复称，接到群众报警后，民警赶到现场，发现车已离开，查找车辆信息后与当事人取得了联系。当事人称两人为情侣关系，因个人矛盾发生争吵，民警与该女生通话，女生确认是在吵架，并称不报警。大家对这样的“情侣吵架”怎么看？   (来源@易视频V )http://t.cn/A6AEQ1Cq ,,无,无,无,2020-05-11 21:00,无,663,42,229
