微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J7WkGbgpz,【号外！为中国北斗转起！】刚刚，#北斗三号收官之星成功发射#，#北斗三号全球卫星导航系统星座部署完成#！中国北斗，星耀全球！  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gg20idsfo3g20jg0xsu10.gif,无,无,2020-06-23 10:26,微博 weibo.com,19960,5822,1885
J7Wgh45cZ,【一起转！祝贺！#北斗三号收官之星成功发射#】今天，北斗三号最后一颗全球组网卫星发射成功！至此#北斗三号全球卫星导航系统星座部署完成#！为中国北斗，骄傲转发！  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gg2099ur33j20u01hce81.jpg,无,无,2020-06-23 10:16,微博 weibo.com,12629,5623,1447
J7WcecEdV,【震撼人心！转发记录这一刻！#北斗三号收官之星发射瞬间#】6月23日9时43分，北斗三号最后一颗全球组网卫星点火升空！转起！（摄影：胡煦劼）  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gg1zvdn1ucj21900u0nph.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg1zvdj4qkj21900u04qt.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gg1zvd8tmrj21900u0npg.jpg",无,无,2020-06-23 10:06,微博 weibo.com,10147,2216,786
J7W40r9hN,【转存现场视频！#北斗三号收官之星发射瞬间#】刚刚，北斗三号最后一颗全球组网卫星点火升空！此刻，转发视频↓↓中国北斗，为你骄傲！#北斗三号全球导航系统收官之星发射# 人民日报的微博视频  ,,无,无,无,2020-06-23 09:45,微博云剪,6221,1616,657
J7VY65SPb,【正在直播！#北京师范大学云毕业典礼#】今天上午，北京师范大学举行2020届学生毕业典礼。在这个特殊的毕业季，让我们云上相约，共同倾听来自师长的深情寄语，细数那段最美的青春！@人民日报 与你一同见证，#未来你好毕业典礼# 人民日报的微博视频 .  ,,无,无,无,2020-06-23 09:31,微博原生直播,5329,407,400
J7VQbAk6v,【#北京三类人群须全面核酸检测#】6月22日下午，北京召开会议强调，要加快推进核酸检测，做到应检尽检、愿检尽检。要抓住重点，凡是曾去过新发地批发市场或与其相关人员有过接触的必须全面检测，各类农贸市场、餐饮、食堂、外卖、快递、物流等人员必须全面检测，中高风险街乡、医务人员、防疫一线人员和交通、商超、银行等服务领域人员必须全面检测。http://t.cn/A6LjU9a8 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gg1yc8bqvbj20j60j6767.jpg,无,无,2020-06-23 09:11,微博 weibo.com,1508,357,372
J7VIwojIU,【现场直击！#北斗三号全球导航系统收官之星发射#】6月16日推迟执行的北斗三号最后一颗全球组网卫星发射任务相关技术问题已排除，任务重新启动。重新发射的窗口确定为6月23日9时43分。@人民日报 带你直击现场↓↓转发关注！预祝#北斗三号系统全球星座部署#打赢收官战！ 人民日报的微博视频 .  ,,无,无,无,2020-06-23 08:52,微博原生直播,30686,2317,5844
J7VE21UMm,【#31省区市新增确诊22例#：#北京新增确诊13例#】6月22日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例22例，其中境外输入病例9例（甘肃7例，江苏1例，陕西1例），本土病例13例，均在北京；无新增死亡病例；新增疑似病例2例，均为本土病例（均在北京）。　　当日新增治愈出院病例12例，解除医学观察的密切接触者328人，重症病例与前一日相比增加1例。　　境外输入现有确诊病例87例（其中重症病例1例），无现有疑似病例。累计确诊病例1885例，累计治愈出院病例1798例，无死亡病例。　　截至6月22日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例359例（其中重症病例13例），累计治愈出院病例78425例，累计死亡病例4634例，累计报告确诊病例83418例，现有疑似病例15例。累计追踪到密切接触者758718人，尚在医学观察的密切接触者7591人。　　31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者7例（境外输入5例）；当日转为确诊病例1例（无境外输入）；当日解除医学观察21例（境外输入2例）；尚在医学观察无症状感染者99例（境外输入59例）。　　累计收到港澳台地区通报确诊病例1652例。其中，香港特别行政区1161例（出院1078例，死亡5例），澳门特别行政区45例（出院45例），台湾地区446例（出院435例，死亡7例）。 [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gg1yg2banmj20u01eke81.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg1yg275eej20u01eke5f.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gg1yg22gfij20u01ek4qp.jpg",无,无,2020-06-23 08:41,微博 weibo.com,2046,458,413
J7VB0FwTc,#北京近12日新增249例#【#北京6月11日以来累计确诊249例#】6月11日0时至6月22日24时，累计报告本地确诊病例249例，在院249例。共同战疫，北京加油！  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gg1yi9n1o8j20j60y3tr5.jpg,无,无,2020-06-23 08:34,微博 weibo.com,1310,389,427
J7VzqgNse,【#北京新增确诊13例#】6月22日0时至24时，北京新增报告本地确诊病例13例、疑似病例2例、无症状感染者1例；无新增报告境外输入确诊病例、疑似病例、无症状感染者。6月11日0时至6月22日24时，累计报告本地确诊病例249例，在院249例。尚在观察的无症状感染者22例；无新增报告境外输入新冠肺炎确诊病例、疑似病例和无症状感染者，在院1例。新增确诊病例中，丰台区6例、海淀区3例、大兴区3例，西城区1例。全市有12个区无本地报告新增确诊病例，具体为平谷区自有疫情以来无报告病例、延庆区151天、怀柔区137天、顺义区135天、密云区132天、昌平区126天、石景山区8天、门头沟区7天、房山区7天、东城区6天、通州区2天、朝阳区1天。 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gg1xxcohjij20u01ekb29.jpg,无,无,2020-06-23 08:30,微博 weibo.com,1079,288,297
J7Vpheubg,【转扩！#北京11天新增236例都是谁去过哪#】6月11日以来，北京市累计新增236例本土确诊病例。他们都是谁？去过哪？戳图了解↓↓防控不松懈，重视不恐慌！转发，提醒，关注！#北京11天新增236例详情#  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gg1werzg0lj20k07tpb29.jpg,无,无,2020-06-23 08:05,微博 weibo.com,19473,3112,1723
J7Vlg9du3,【正在直播！#清华大学本科生毕业典礼#】今天上午，清华大学举行本科生毕业典礼。疫情之下，清华大学2020年毕业典礼采用“云毕业典礼”形式。跨越山海，不见不散！相聚云端，一起见证毕业生这场特殊的“成人礼”↓↓#未来你好毕业典礼# 人民日报的微博视频 .  ,,无,无,无,2020-06-23 07:55,微博原生直播,54563,3275,3625
J7VhBs50w,【约翰斯·霍普金斯大学：#全球新冠确诊超900万例#】美国约翰斯·霍普金斯大学22日发布的新冠疫情统计数据显示，截至美国东部时间22日12时33分（北京时间23日0时33分），全球累计新冠确诊病例达到9003042例，累计死亡病例为469122例。（新华社）  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gg1vvhdnevj20j60j6767.jpg,无,无,2020-06-23 07:46,微博 weibo.com,1225,295,257
J7VdCoLbn,【#世卫组织称疫情几乎每天创下新的严酷纪录#】6月22日，世界卫生组织总干事谭德塞在例行记者会上说：“当前，疫情几乎每天都创下新的严酷纪录。”谭德塞介绍，各国6月21日向世卫组织报告新冠肺炎确诊病例超过18.3万例，再次打破单日新增病例纪录。（人民日报记者张朋辉）  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gg1vkydgcuj20j60btaba.jpg,无,无,2020-06-23 07:36,微博 weibo.com,1866,325,276
J7V99BW7X,【微视频｜《北京，不怕》】疫情来临，#北京不怕#，因为有责任感的“西城大爷”，有日夜坚守的医务人员和社区工作者，有积极防疫的普通市民；北京不怕，因为战胜过强大的风暴，每个人心中都有了坚硬的“铠甲”。防控常态化，重视但不恐慌，转发视频↓↓致敬每一位#可爱的战疫者#！  http://t.cn/A6LlFybf ,,无,无,无,2020-06-23 07:25,微博视频,4205,1352,689
J7UZ09P84,#23日9时43分北斗重新发射#【#北斗三号最后一颗组网卫星发射窗口重新确定#】我国北斗三号全球卫星导航系统最后一颗组网卫星发射任务推迟后，重新发射的窗口确定为6月23日9时43分。  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gg1ujprdayj20go0tm77l.jpg,无,无,2020-06-23 07:00,微博 weibo.com,2957,653,500
J7UYJBA5b,【#山东理工称将努力帮被顶替者陈春秀就读#】针对陈春秀女士通过媒体表达重新回到高校就读的意愿，6月22日晚，@山东理工大学 通报称，将积极协调，努力帮助其实现愿望。  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gg1uj3x0obj20gm072mxb.jpg,无,无,2020-06-23 07:00,微博 weibo.com,18519,495,1840
J7UR9xfiz,【#美国新冠确诊超230万例#，#美国新冠死亡超12万例#】据美国约翰斯·霍普金斯大学发布的全球新冠肺炎数据实时统计系统，截至美国东部时间6月22日晚6时，全美共报告新冠肺炎确诊2305930例，死亡120340例。过去24小时，美国新增确诊31650例，新增死亡405例。（人民日报记者张梦旭）  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gg1tzoru13j20j60j6767.jpg,无,无,2020-06-23 06:41,微博 weibo.com,1911,345,373
J7ScDE4JK,【#你好，明天#】今起#长江中下游遭遇入汛来最强降雨#，此前广西、重庆、湖北等地洪灾已造成严重损失。强降雨来临，多地告急，高悬的是水位，被惦念的是民众；黄冈一村支书防汛被洪水冲走，闻“汛”而动、溯流而上，请勇士们注意安全。越是洪浪滔天越需众志成坝，愿应对更周全一些，受损更少一些！  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gg1i9vdpafj20ng11wdq0.jpg,无,无,2020-06-22 23:56,微博 weibo.com,7882,1531,1560
J7Scfs4AR,【#河北确诊小学生学校其余师生均为阴性#】6月22日上午，河北雄安新区对外公布的确诊病例车某某的活动轨迹显示，车某某，10岁，为安新县安新镇郭里口村学校四年级学生，#河北确诊10岁男童曾去学校上课#，还曾到过超市和商场，引发关注。22日晚，安新县教育局发布情况说明，称郭里口小学已开学的四至六年级全体师生已进行两次核酸检测，除车某某为阳性之外，其余师生全部为阴性。此外，检测机构对郭里口全体村民进行核酸检测显示，除车某某外，其余结果均为阴性。（人民日报记者史自强） 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gg1i94tw3zj20ob0obk0y.jpg,无,无,2020-06-22 23:55,微博 weibo.com,34557,729,1437
J7RSk3mYe,【疾控专家：#新发地市场暴露人员发病已近尾声#】6月22日，中国疾控中心副主任冯子健在受访时表示，由现在的病例发生数、确诊数，再到新发病例的发病时间、发病曲线、来源做分析，新发地市场暴露的人员看来是已经接近尾声。目前新发的病例主要是新发地直接暴露人员带到社区造成的传播，但是传播水平非常低。这次北京疫情发现非常早，控制非常有力，有效控制了疾病蔓延，所以整个疫情是可控的。http://t.cn/A6LltzQA ,,无,无,无,2020-06-22 23:06,微博 weibo.com,22264,968,1741
J7RGT8GWx,【高能！#民警改编防诈骗版mojito#】“而你的Money，并不是太多，怎么能经起校园诈骗的捉弄”…诈骗套路种种，这首改编版《mojito》帮你提神醒脑！戳视频，收好警察蜀黍们送上的这杯mojito↓↓ 平安江苏的微博视频  ,,无,无,无,2020-06-22 22:37,微博 weibo.com,22455,3753,1632
J7RDDxTwN,【当我毕业时：奥运冠军惠若琪的毕业公开课】对未来的迷惘，是每届毕业生都会面临的问题。疫情下的毕业季，让选择变得更加艰难。面对未来，过来人有哪些经验？惠若琪@元气少女惠Rachel 来到#毕业公开课#，为你讲述她曾经面临的困惑与选择。还有超多重量级嘉宾为你讲述他的“毕业时”，毕业公开课，敬请期待！#未来你好# 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gg1frwlhngj20ku112wsv.jpg,无,无,2020-06-22 22:29,微博 weibo.com,4769,334,479
J7RsoeLku,【#成都一男子公交站外持刀伤人致死#，已被立案侦查】据成都市公安局成华区分局通报，6月22日16时57分，该局接报警称：#双庆路#某公交车站外有人持刀伤人。民警迅速到达现场并控制嫌疑人邓某（男，30岁，四川省资阳市人）。受害人施某（女，20岁，本市人）经120现场抢救无效死亡。目前，犯罪嫌疑人邓某已被依法立案侦查，案件正在进一步侦办中。 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gg1ezijxddj20x20iwteh.jpg,无,无,2020-06-22 22:02,微博 weibo.com,525636,7462,21333
J7Rj0n8iY,【夜读：与其总想着改变别人，不如先改变自己】不必要求每个人的人生都千篇一律，坦然接受别人的不同，尊重别人的选择。不要总将希望寄托在别人身上，改变不了别人，最有效的方法就是改变自己。一辈子很长也很短，你要活出自己的主场。从现在开始，愿你有接受一切的勇气，也有敢于改变自己的决心。 http://t.cn/A6LW1VgG ,,无,无,无,2020-06-22 21:39,微博 weibo.com,6020,1925,763
J7R5K87YZ,【#甘肃新增7例境外输入病例#】据甘肃省卫健委通报，6月21日20时至6月22日20时，在 6月15日乘坐MU7792次航班自沙特利雅得抵达兰州的入境人员中新增7例新冠肺炎确诊病例，该航班确诊病例增至19人，均在省级定点医院住院隔离治疗。有1名密切接触者在省级定点医院隔离留观。其余233人在集中隔离点隔离。所有入境人员均在闭环管理中。截至6月22日20时，甘肃累计报告境外输入新冠肺炎确诊病例66例，累计治愈出院47例。http://t.cn/A6LWEPKG 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gg1dddai4zj21680u0tve.jpg,无,无,2020-06-22 21:06,微博 weibo.com,15934,480,2130
J7QZGu6A6,【愿平安！#黄冈一村支书参与防汛时被洪水冲走#】6月21日上午11时左右，58岁的英山县温泉镇坡儿垴村村党支部书记兼村主任刘水存，在河堤检查防汛工作时不慎掉入河道，被洪水卷走，官方立即组织救援力量搜救，但因水流湍急，截至6月22日下午尚无消息。http://t.cn/A6LWfFLY  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gg1cy0lsi5j20m70g9h3q.jpg,无,无,2020-06-22 20:51,微博 weibo.com,4729,476,1108
J7QRSbJuw,【#人民微评#：家暴不家暴，一查便知道】浙江#义乌涉家庭暴力人员婚姻登记可查询#制度，值得叫好。家暴只有零次和无数次的差别，实行可查询制度，对有家暴史的人退避三舍，可自我保护，可减少悲剧。在推进中完善，在完善中推广，不再让家暴者的拳头伤及无辜，更不能容忍家暴者频频得手。  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gg1cdrazcqj20u00yn1kx.jpg,无,无,2020-06-22 20:32,微博 weibo.com,20167,3040,1589
J7QMb3MVA,【#德国肉联厂聚集性感染升至1331人#】德国西部北莱茵-威斯特法伦州（北威州）居特斯洛县一家肉联厂近日发生新冠聚集性疫情，截至6月21日下午，6139名员工完成核酸检测，确诊感染人数上升至1331人，其中5人处于重症监护中。新华网的秒拍视频  ,,无,无,无,2020-06-22 20:18,微博 weibo.com,1213,279,262
J7QBE04Cr,【#重庆綦江现超98年洪水水位#】6月22日18时30分，重庆市江津区綦江五岔站最高水位已达 205.56米，超过保证水位5.05米，超过1998年洪水水位0.01米，达建站以来最高水位。另据@应急管理部 ，重庆市防汛抗旱指挥部决定于6月22日15时，#重庆防汛应急响应上调为三级# 。http://t.cn/A6LW0vSQ http://t.cn/A6LOkOHy ,,无,无,无,2020-06-22 19:52,微博 weibo.com,13958,1335,1566
J7QwcxqYr,【转发提醒！今起#长江中下游遭遇入汛来最强降雨#】受强降雨影响，我国南方多地出现塌方、内涝。中央气象台今天继续发布暴雨黄色预警，预计未来4天，贵州、重庆至长江中下游一带降雨持续，暴雨范围扩大，贵州，湖南，湖北，江西，安徽、广西等地发生山洪地质灾害以及中小河流洪水的气象风险高，需提高警惕。  http://t.cn/A6LWN4G7 ,,无,无,无,2020-06-22 19:38,微博视频,8085,1132,1168
J7Qu8iDpC,【警惕！现有流调结果显示#北京多名患者无新发地直接接触史#】今天北京通报的12例确诊病例中，多名患者无新发地直接接触史。一对夫妻都未去过新发地，但妻子12日去过永定路70号院，这一地址曾4次出现在通报确诊病例活动场所中；20日确诊的2个病例也未去过新发地，但先后均到过凯德MALL大峡谷店。更多流调结果出炉之前，这些新情况无疑给我们敲响了警钟。（北京日报）http://t.cn/A6LWCCvu [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gg1ap46ns0j20i70e6q61.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gg1ap47iytj20np0gs0xb.jpg",无,无,2020-06-22 19:33,微博 weibo.com,26393,2950,2951
J7Qigio7G,【重启！#北斗三号最后一颗组网卫星23日发射#，转发加油！】6月16日推迟执行的北斗三号最后一颗全球组网卫星发射任务相关技术问题已排除，#北斗三号发射任务重启#，将于6月23日择机发射。执行任务的长征三号乙运载火箭已完成加注前的全部测试工作，功能、性能满足任务要求，常规推进剂加注已顺利完成。  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gg19ucg6hpj20go0tm0w1.jpg,无,无,2020-06-22 19:04,微博 weibo.com,2584,542,460
J7QfZgAMC,【转发周知：#KTV网吧消费时间不得超2小时#】近日，文旅部对《剧院等演出场所恢复开放疫情防控措施指南》《互联网上网服务营业场所恢复开放疫情防控措施指南》《娱乐场所恢复开放疫情防控措施指南》进行了修订调整。其中明确表示，消费者在娱乐场所、网吧的时间不得超过2小时。歌舞娱乐场所接纳消费者人数不得超过核定人数的50%，每个包间接纳消费者人数也不得超过核定人数的50%等。http://t.cn/A6LWax7Y [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gg19oc0wcyj20qw0mm0xc.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gg19obysdjj20ow07w0ti.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg19obz32bj20ky09f0tm.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg19obz0t0j20mu06umxq.jpg",无,无,2020-06-22 18:58,微博 weibo.com,124959,4105,8651
J7QaMoB0i,#浙江高考调整#【#浙江2023年起高考语数外使用全国卷#】6月22日，浙江省人民政府发布通知，就完善改革试点方案出台六项具体措施。措施包括：语文、数学和外语使用全国统一命题试卷，从2023年起实施；高中学考按年级定时定科统一安排，同一年级统一科目统一时间开考，从2020年入学的高一学生开始实施；选考科目等级赋分的分差由3分改为1分，从2022年1月选考起实施；录取分段由三段改为两段，从2021年招生录取起实施等。http://t.cn/A6LWXzZH 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gg19b8hr5oj20w90u0aok.jpg,无,无,2020-06-22 18:46,微博 weibo.com,21983,1234,2326
J7Q4hk1Cw,【最新：#全球新冠肺炎超893万#】截至北京时间6月22日16时，新冠肺炎影响215个国家和地区，全球累计确诊8938908例，累计死亡468355例。其中，#美国新冠肺炎确诊超228万#。转发关注新冠肺炎疫情全球走势↓↓  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gg18umwofmj20u02dk1kz.jpg,无,无,2020-06-22 18:29,微博 weibo.com,7916,623,689
J7PS92kIW,【发条微博，一起为毕业生加油】对未来的憧憬，是毕业季不变的主题。那年毕业的你，对未来有过什么样的憧憬？收获了怎样的加油与鼓励？这个毕业季，带话题#毕业生加油#发条微博，将祝福与鼓励传递下去，亲口告诉这些即将奔向未来的年轻人，#未来你好#，未来可期，2020届毕业生，加油！  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gg17zcc5qlj20ku1jldqp.jpg,无,无,2020-06-22 18:00,微博 weibo.com,27738,9101,4287
J7PQtyfWS,【#外交部回应特朗普称新冠病毒为功夫流感#：坚决反对污名化】6月22日，外交部发言人赵立坚针对美国总统特朗普将新冠病毒大流行称作“功夫流感”（Kung Flu）回应称，我们注意到有关表态。世卫组织和国际社会都明确反对将病毒同特定国家和地区相关联，反对搞污名化的做法。中方坚决反对任何利用病毒溯源问题搞污名化的做法。我们注意到美国国内各界已有不少有识之士公开谴责利用疫情搞污名化。http://t.cn/A6LWb4Jc ,,无,无,无,2020-06-22 17:55,微博 weibo.com,2563,286,452
J7PNfrNZx,【#北京朝阳海淀两地升级为中风险地区#】据国务院客户端小程序“疫情风险等级查询”，截至6月22日15时，北京市朝阳区小红门（地区）乡、海淀区田村路街道由低风险调整为中风险。截至目前，#北京已有39个中风险地区#。  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gg17mq17kjj20u016odh4.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg17mte29ej20ss16kjsk.jpg",无,无,2020-06-22 17:48,微博 weibo.com,1079,416,304
J7PCgp4LM,【支持请转！浙江#义乌涉家庭暴力人员婚姻登记可查询#制度】6月22日，浙江义乌建立涉家庭暴力人员婚姻登记可查询制度。根据家庭暴力的程度，对发生家庭暴力达到一定程度的人员在婚姻登记领域进行注册，婚恋对象可查阅对方是否有家庭暴力的记录，对是否进入一段婚姻提供参考，以达到预防和减少家庭暴力行为的目的。据了解，制度在国内尚属首创。（中国妇女报） 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gg1718jybej20u00yn1kx.jpg,无,无,2020-06-22 17:20,微博 weibo.com,17224,2978,1212
J7PzS4Z0L,【#国务院教育督导办发布预警严防溺水#】6月22日，#国务院教育督导办发布2020年第3号预警#：提醒各地、各有关部门和学校以重庆潼南区8名小学生溺亡事件为戒，认真落实防溺水工作各项要求，尽最大努力防止此类事件发生。http://t.cn/A6LWGN1v  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gg16opc5svj20vo0u07p4.jpg,无,无,2020-06-22 17:15,微博 weibo.com,8550,607,698
J7PxFwkhJ,【共同战疫！#卫健委提醒去超市一定要戴口罩#】不聚集不聚餐，在家勤通风，到密闭空间一定要戴口罩，去超市尤其是地下超市一定要戴口罩，用公勺公筷，外出回家#要把衣服靠身体的一面挂在外边#，挂在人不易碰到的地方，都可以有效预防疾病。 人民日报的微博视频  ,,无,无,无,2020-06-22 17:09,微博云剪,8397,1458,758
J7Psw5kcm,【#北京通报20日5例确诊详情#】#北京20日一确诊病例为酒店服务员#，病例3，女，45岁，黑龙江人，工作居住在丰台区南苑街道警备东路6号，系酒店客房部服务员，主要在工作场所活动，10日在工作场所附近的便民超市购物，19日发病，20日确诊。更多↓ 人民日报的微博视频  ,,无,无,无,2020-06-22 16:56,微博云剪,4335,228,602
J7PkudBzy,【#北京通报新增9例确诊详情#】据北京市疾病预防控制中心副主任庞星火，21日，北京新增新冠肺炎确诊病例9例。其中男性3例，女性6例。平均年龄48岁，最小35岁，最大68岁，均为外省户籍。丰台区5例，海淀区2例，西城区1例，朝阳区1例。已完成7例确诊病例的调查，2例正在调查中。人民日报的微博视频  ,,无,无,无,2020-06-22 16:37,微博 weibo.com,4766,412,1020
J7Pj4rL2m,【#北京施工工地发现确诊病例3人#】22日下午，北京市住房和城乡建设委员会副主任丁胜介绍，目前，北京全市施工工地共发现确诊新冠肺炎病例3人，涉及2个工地。已及时会同相关区和疾控部门按照要求处置，相关工地采取了封闭管理措施，情况平稳。截至6月21日24时，北京已排查住建系统16个区435个项目，去过新发地的人员743人，接触过来自新发地食材配送人员或其他人员的879人，共1622人，现已全部完成核酸检测。 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gg15esc3bjj20ob0obk0y.jpg,无,无,2020-06-22 16:33,微博 weibo.com,15278,576,939
J7PgSyObu,【北京加油！#北京疫情向好态势清晰#】22日，北京市政府发言人徐和建表示，#北京成功短时间摸清疫情传播底数#和重要风险点，遏制了疫情蔓延的势头，向好发展态势清晰，但仍要清醒看到，首都疫情防控形势依然严峻复杂。 人民日报的微博视频  ,,无,无,无,2020-06-22 16:28,微博 weibo.com,2952,502,398
J7PcUk4P5,【日学者：#日本政府公文确认731部队生产细菌#】据日媒报道，日本学者西山胜夫等19日公布一份1950-1951年制作的“关东军防疫给水部部队概况”公文，首次证实日军731部队支部“直到战争结束为止，主要负责细菌的研究以及生产”。西山表示，“文件中还包括前731部队成员的证言，在验证历史上意义深远。”http://t.cn/A6LWA740 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gg151ugcjoj20hs0e4jrz.jpg,无,无,2020-06-22 16:18,微博 weibo.com,3850,522,507
J7P4IsHiG,【#外交部回应日方钓鱼岛改名议案#：对中国领土主权的严重挑衅】针对#日本石垣市通过钓鱼岛更名议案#，把钓鱼岛的“行政区划”名称由“登野城”更名为“登野城尖阁”，赵立坚表示，钓鱼岛及其附属岛屿是中国固有领土，中方维护领土主权的决心和意志坚定不移。日方通过所谓“更名”议案，是对中国领土主权的严重挑衅，是非法的、无效的，不能改变钓鱼岛属于中国的事实，我们对日方有关行径坚决反对，中方已通过外交渠道向日方提出严正交涉，并保留做出进一步反应的权利。http://t.cn/A6LWvrr9 http://t.cn/A6LWweeS 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gg14gzwt97j20go0ap74i.jpg,无,无,2020-06-22 15:58,微博 weibo.com,92001,2029,5161
J7P0hDSTQ,#北京抗疫#【人民直播：#北京疫情防控情况发布会#】6月22日下午，北京市召开疫情防控第129场例行新闻发布会，将介绍有关情况，并答记者问。@人民日报 联合@北京日报都视频 正在直播↓↓一起关注。人民日报的微博视频 .  ,,无,无,无,2020-06-22 15:47,微博原生直播,33738,2454,4219
J7OX5obOD,【辛苦了，愿平安！#消防员撑人梯救被困人员#】22日，贵州省遵义市遭遇强降雨，桐梓县木瓜镇、芭蕉镇等多个乡镇被淹，造成山体滑坡、桥梁受损、水电道路中断，大量人员被困。遵义市消防救援支队调派7支抗洪抢险突击队增援。消防员利用橡皮艇、肩扛组人梯等救出被困人员。目前救援仍在进行。http://t.cn/A6L0Bqt7 ,,无,无,无,2020-06-22 15:39,微博 weibo.com,2773,433,469
J7OU67zbY,【转发扩散：#重庆发布綦江洪水红色预警#】今天11时50分，重庆市水文监测总站历史首次发布綦江洪水红色预警。受降雨影响，预计綦江流域重庆段未来8小时内将出现超历史洪水，江津区綦江五岔站最高水位将超过保证水位（200.51米）5.7～6.3米左右，涨幅约10～11米。转发，愿平安！（蒋云龙、刘新吾）  http://t.cn/A6LOkOHy ,,无,无,无,2020-06-22 15:32,微博视频,2182,450,482
J7ODRj0lI,【#梁振英谈香港国安立法#：如果对手是国家队，那香港就不能不派国家队了】全国政协副主席梁振英日前引述关于《中华人民共和国香港特别行政区维护国家安全法（草案）》的说明：“驻港国家安全公署和国家有关机关在特定情形下对极少数危害国家安全犯罪案件行使管辖权，是中央全面管治权的重要体现，有利于支持和加强香港特别行政区维护国家安全执法工作和司法工作，有利于避免可能出现或者导致出现香港特别行政区基本法第十八条第四款规定的紧急状态情形。”他认为：“这是实事求是的安排”，“如果对方是国家队，那香港就不能不派国家队了。”http://t.cn/A6LOuxic 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gg12j6pq1xj20sg0jsab4.jpg,无,无,2020-06-22 14:52,微博 weibo.com,2646,290,248
J7OxwEwo4,【#毕业班操场上席地吃散伙饭#：半年没见，相聚即分离】6月20日，陕西西安。毕业在即，一毕业班25名同学来到操场席地而坐，举行一场“最后的晚餐”。从下午5点持续到晚上11点，因为疫情半年多没见，大家很珍惜这次相聚的机会。同学：以后还要聚一起，必须要这么齐！#毕业生加油#http://t.cn/A6L0i2kS ,,无,无,无,2020-06-22 14:36,微博 weibo.com,7883,597,821
