微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J8ZqThwLO,【#31省区市新增确诊19例#：#北京新增确诊7例#】6月29日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例19例，其中境外输入病例11例（广东4例，上海3例，四川3例，甘肃1例），本土病例8例（北京7例，上海1例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。  当日新增治愈出院病例9例，解除医学观察的密切接触者458人，重症病例比前一日减少1例。  境外输入现有确诊病例88例（无重症病例），现有疑似病例1例。累计确诊病例1918例，累计治愈出院病例1830例，无死亡病例。  截至6月29日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例428例（其中重症病例7例），累计治愈出院病例78469例，累计死亡病例4634例，累计报告确诊病例83531例，现有疑似病例7例。累计追踪到密切接触者762376人，尚在医学观察的密切接触者6809人。  31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者4例（境外输入3例）；当日转为确诊病例3例（境外输入3例）；当日解除医学观察4例（境外输入3例）；尚在医学观察无症状感染者99例（境外输入60例）。  累计收到港澳台地区通报确诊病例1696例。其中，香港特别行政区1203例（出院1105例，死亡7例），澳门特别行政区46例（出院45例），台湾地区447例（出院435例，死亡7例）。 [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gga0gch5pgj20j60wb43z.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gga0gcn824j20u01ektm2.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gga0gcngpvj20u01ekwsp.jpg",无,无,2020-06-30 08:10,微博 weibo.com,917,346,249
J8Zne2MMa,【转扩！#北京18天新增318例都去过哪#？】6月11日以来，北京市累计新增318例本土确诊病例。他们都是谁？去过哪？防控不松懈，重视不恐慌！戳图了解↓↓#北京18天新增318例确诊详情#  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gg9zmynwrij20ju7p4e85.jpg,无,无,2020-06-30 08:01,微博 weibo.com,829,341,162
J8ZkC686B,【祝福毕业生！#中国人民大学云毕业典礼#】使命在肩，奋斗有我！6月30日8:00，@中国人民大学 2020届毕业典礼与你“云”相约。这场特殊的#未来你好毕业典礼#，我们一起见证。@人民日报 直播中↓↓毕业快乐，未来可期，我们更高处相见！ 人民日报的微博视频 .  ,,无,无,无,2020-06-30 07:55,微博原生直播,20251,1135,1641
J8Zks5Jb4,【#上海新增4例确诊#：#上海新增1例境外输入关联病例#】据@健康上海12320 ，6月29日0—24时，通过口岸联防联控机制，报告境外输入性新冠肺炎确诊病例3例及关联病例1例。#上海通报4例新增确诊病例详情#病例1为中国籍，在英国留学，6月26日自英国出发，6月27日抵达上海浦东国际机场，入关后即被集中隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。病例2为中国籍，在美国工作，6月27日自美国出发，6月28日抵达上海浦东国际机场，入关后即被集中隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。病例3为印度籍，在印度生活，为6月21日确诊病例的女儿，6月20日与其母亲自印度出发，当日抵达上海浦东国际机场，入关后即被集中隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。病例4为病例3的父亲，印度籍，3月来沪工作，暂住本市，因妻子确诊（6月21日），女儿（即病例3）年幼，作为监护人，在事先被告知个人防护要求并给予防护用品后，于6月21日获准进入隔离点陪同隔离，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。上述4例确诊病例已转至定点医疗机构救治，已追踪密切接触者122人，均已落实集中隔离观察。 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gg9zgdvcunj20ob0obk0y.jpg,无,无,2020-06-30 07:54,微博 weibo.com,34469,690,2178
J8Zd4Duvw,【转发周知！7月起，这些新规将影响你的生活】①公职人员玩忽职守将被政务处分；②#植树节正式写入法律#；③明确对被判处管制、宣告缓刑、假释和暂予监外执行的罪犯，依法实行社区矫正；④将明确药品审评时限；⑤#北京医院建安检制度#…更多#7月新规#↓转存，与你我有关！  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gg9ywn3tbdj20y60u01kx.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg9ywo89jtj210b0u0e81.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg9ywnxj4ij210z0u04qp.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg9ywnlb1qj210k0u0avm.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg9ywnskgnj210h0u0190.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg9ywovdsdj211d0u0kjl.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gg9ywo4i7xj210l0u07wh.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg9ywn9vcsj211g0u07wh.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg9ywnjjnqj20zq0u0avn.jpg",无,无,2020-06-30 07:36,微博 weibo.com,29812,3881,1563
J8Z2szYJb,【#高考倒计时1周#：转发，为少年们加油！】疫情下，高考备战路已足够波折，一群追光少年仍在咬着牙坚持。走到今天，你们都是英雄。乾坤未定，你我皆是“黑马”！每个为梦想拼尽全力、坚持到底的你，都是好样的！#还有一周高考#，冲刺吧，追光少年！  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gg9y5l7kqtj20m8136jxz.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg9y5l5thuj20m8136q6z.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg9y5l8n51j20m8136n1j.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg9y5la0gkj20m8136dn2.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg9y5l95zij20m8136wj3.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gg9y5l77m1j20m8136jw5.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gg9y5ladnlj20m813679y.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg9y5lceaej20m8136td9.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gg9y5ld3dlj20m8136786.jpg",无,无,2020-06-30 07:10,微博 weibo.com,24748,4755,2663
J8YX44d36,【今天，#2020上半年最后一天#，分享你的下半年心愿】未曾想过，会如此努力地走过2020的上半年。年初立下的flag，还有多少未能如愿？如果不甘心目标和梦想被埋没，那就用勤奋与努力，把失去的美好，加倍赢回来！今天，一起转，为未来的生活打个气！#再见2020上半年#  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gg9xrdsxpuj20ia0win51.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg9xrdisdwj20ia0widme.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg9xrdig0vj20ia0wiq9w.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg9xrdisfoj20ia0wijy9.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg9xrej1zmj20ia0wik21.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gg9xre9mx1j20ia0widso.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg9xrf66yaj20ia0witff.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gg9xrf5cioj20ia0wik2l.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gg9xrf9eglj20ia0wiao5.jpg",无,无,2020-06-30 06:57,微博 weibo.com,15423,6247,2559
J8YVfwjc5,【美国劳动统计局：#近半数美国人已失业#】当地时间6月29日，据根美国劳动统计局最新5月数据统计结果表明，当月就业人口比例下跌至52.8%，即美国人口中有47.2%于5月处于失业状态。6月就业报告将于美东时间本周四（7月2日）8时30分发布。（央视）  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gg9xnv5kloj20kk0bkwg4.jpg,无,无,2020-06-30 06:52,微博 weibo.com,14332,710,2083
J8YSOeyG6,【#美国新冠病毒感染病例超256万#】据美国约翰斯·霍普金斯大学疫情实时监测系统显示，截至美东时间6月29日下午1时35分，美国已有新冠病毒感染病例2564163例，其中包括死亡病例125928例。#美国新冠肺炎死亡超12万#（郑琪）  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gg9xhkb3rjj20ob0obk0y.jpg,无,无,2020-06-30 06:46,微博 weibo.com,1287,247,250
J8W8f9Onr,【#你好，明天#】新发地疫情首位治愈患者出院，北京新增病例再降至个位数，从今晨开始好消息接连传来。每个好消息，都凝聚着一线防控人员的心血和汗水；首都防控每一点进展，也都标注着全国防控形势迈上新台阶。防控仍处在最紧要、最吃劲关头，不放过任何风险隐患，不给病毒以可乘之机，同舟共济、守望相助，终将见到胜利曙光！ [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gg9lai6hsfj20j60y3tfa.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg9lake5x5j20j60y37an.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg9lam57kcj20j60y3q85.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg9lanrhjcj20j60y3ady.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gg9lap90fsj20j60y379a.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg9laqzp8fj20j60y379t.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gg9lasphmoj20j60y3td5.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gg9laut6q5j20j60y344h.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gg9lawd1eoj20j60y37ah.jpg",无,无,2020-06-29 23:46,微博 weibo.com,4827,1150,902
J8VZPC9By,【#2020年进度条#：▇▇▇▇▇▇50%】明天，6月最后一天，也是上半年最后一天。2020注定不会重启，已经勇敢走过了艰难的路，未来，请更加珍惜时光，让错过的不再错过，让遗憾不再是遗憾。转发，#再见2020上半年#！加油，为更好的明天！  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gg9kq6ktasj20k00zkgzy.jpg,无,无,2020-06-29 23:25,微博 weibo.com,12210,5376,1910
J8VJE5B71,【山东通报：#苟晶反映被冒名顶替问题正调查#，结果将及时公布】6月29日，#山东通报两起冒名顶替上学问题调查处理#。此外，工作专班正对反映山东省“242人冒名顶替取得学历”问题开展调查。现已初步查明，上述冒名顶替问题发生于1999年至2006年之间，主要有被冒名顶替者完全不知情被冒名顶替、被冒名顶替者主动放弃入学资格被冒名顶替、被冒名顶替者知情并与顶替者之间存在交易行为等情形。下一步，工作专班将组织省市县专门力量，对上述问题逐人逐件进行调查处理，同时对工作中发现及群众举报的其他类似问题，坚持零容忍态度，查实一起、处理一起，绝不姑息。对济宁市任城区苟晶反映的被冒名顶替问题，工作专班正与济宁市一起开展调查，调查结果将及时向社会公布。http://t.cn/A6LFJSI8 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gg9jl9ro3zj20ob0obk0y.jpg,无,无,2020-06-29 22:45,微博 weibo.com,224695,4083,9045
J8VGV5jVv,【#山东通报两起冒名顶替上学问题调查处理#：#山东两起冒名顶替上学事件16人被处分#】6月29日，山东省发布关于聊城市冠县、东昌府区两起冒名顶替上学问题调查处理及相关情况的通报。通报称，6月20日，山东省纪委监委机关、省教育厅、省公安厅等部门单位组成工作专班，与聊城市、山东理工大学等有关单位一起，对聊城市冠县陈春秀、东昌府区王丽丽被冒名顶替上学等问题进行了调查核实。目前，相关问题已经查清，并依规依纪依法对相关人员作出处理。http://t.cn/A6LFJSI8 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gg9je6n0enj20ob0obk0y.jpg,无,无,2020-06-29 22:39,微博 weibo.com,93357,4562,6994
J8VBsbFcL,【夜读：不要做被坏情绪支配的人】我们的情绪就像一面镜子，你怎么对待情绪，情绪就怎么对待你。你越暴戾，它越嚣张；你越平和，它就只能偃旗息鼓。观察它从哪里来、为何而来，30秒的时间虽然很短但已足够。 【夜读】不要做被坏情绪支配的人  ,,无,无,无,2020-06-29 22:25,微博 weibo.com,5159,2525,871
J8Vrzwfjf,【#吴尊友称全球确诊1千万到2千万用时会更短#】截至北京时间6月29日，#全球新冠肺炎确诊超1000万#。中国疾控中心流行病学首席专家吴尊友今晚在连线媒体时表示，全球确诊病例从1000万增长到2000万用时将会更短。转发警惕！  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gg9iaqn9yaj20j60vg769.jpg,无,无,2020-06-29 22:01,微博 weibo.com,1989,516,490
J8Vmwj8Ri,【语气手势拿捏到位！#7岁哥哥和2岁弟弟吟诵将进酒#】近日，天津一位妈妈分享了一段视频，7岁哥哥与2岁弟弟喝沙棘汁时接力吟诵古诗，萌化众多网友。视频中哥哥念出前一句，弟弟就会立刻接出下一句，两人不仅配合得天衣无缝，甚至连吟诗时的语气、手势都拿捏得很到位。燃新闻的秒拍视频  ,,无,无,无,2020-06-29 21:48,微博 weibo.com,15996,1870,1074
J8VbeCTHY,【#赵立坚亮数据硬核反击蓬佩奥言论#】根据美国媒体统计，美国累计确诊病例254万，累计死亡病例近13万，每百万人口死亡病例387人，这些数据分别是中国有关数据的30倍，27倍和129倍。近日，美国疫情强烈反弹，6月27日单日新增超过4.4万，这表明美国甩锅推责根本没有用处，中美到底谁坚持了“人民至上、生命至上”，答案一目了然。http://t.cn/A6LFv9XY ,,无,无,无,2020-06-29 21:21,微博 weibo.com,12278,979,715
J8V2DAVLd,【警方通报：#店员6瓶酒砸倒抢劫男子被认定正当防卫#】近日，网传“大连一便利店老板用酒瓶搏斗持刀男子”的视频。今天，大连警方通报：6月17日1时34分许，犯罪嫌疑人刘某（男，33岁）在西岗区某超市内持刀抢劫，店员手部被划伤后持酒瓶击打犯罪嫌疑人进行正当防卫。目前，刘某因涉抢劫罪被刑拘。http://t.cn/A6LknE55 ,,无,无,无,2020-06-29 20:59,微博 weibo.com,18433,1114,1843
J8USh8AQ8,【#全球5000多只朱鹮4400只在中国#，4100只在陕西】据不完全统计，经过近40年努力，全球朱鹮种群数量已由1981年时的7只扩展到5000多只。朱鹮受危等级由极危降为濒危，稳步增长态势基本形成。朱鹮的栖息地集中在陕西、河南、浙江，呈现以秦岭为中心向四周扩散的趋势，面积已扩大到1.5万平方公里。http://t.cn/A6LuRID5 ,,无,无,无,2020-06-29 20:34,微博 weibo.com,4527,686,607
J8UHwi080,【7月1日起，#海南免税购物额度提至每年每人10万元#】6月29日，财政部、海关总署、税务总局联合发布公告，放宽离岛免税购物额度，扩大免税商品种类。调整包括：离岛旅客免税购物额度从每年每人3万元提高至10万元，不限次，扩大免税商品种类，增加电子消费产品等7类消费者青睐商品。调整还包括：取消单件商品8000元免税限额规定，大幅减少单次购买数量限制的商品种类等。 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gg9f0n7sghj20ru1ae19q.jpg,无,无,2020-06-29 20:07,微博 weibo.com,3055,508,600
